"ReporterISO3","ProductCode","PartnerISO3","Year","TradeFlowCode","TradeValue in 1000 USD","ReporterName","PartnerName","TradeFlowName","NetWeight in KGM","Quantity","QtyUnit"
"MYS","8517","CHN",2015,6,116342.582,"Malaysia","China","Export",,,"N.Q."
"MYS","8517","CHN",2016,5,1675934.677,"Malaysia","China","Import",11283753,,"N.Q."
"MYS","8517","CHN",2016,6,101961.489,"Malaysia","China","Export",,,"N.Q."
"MYS","8517","USA",2015,5,417508.431,"Malaysia","United States","Import",1553714,,"N.Q."
"MYS","8517","USA",2015,6,1710318.462,"Malaysia","United States","Export",,,"N.Q."
"MYS","8517","USA",2016,5,295278.923,"Malaysia","United States","Import",1225091,,"N.Q."
"MYS","8517","USA",2016,6,1843859.243,"Malaysia","United States","Export",,,"N.Q."
"MYS","8517","WLD",2015,4,2081.242,"Malaysia"," World","Re-Import",,,"N.Q."
"MYS","8517","WLD",2015,5,3808669.864,"Malaysia"," World","Import",18676124,,"N.Q."
"MYS","8517","WLD",2015,6,3751096.247,"Malaysia"," World","Export",,,"N.Q."
"MYS","8517","WLD",2016,4,5472.285,"Malaysia"," World","Re-Import",,,"N.Q."
"MYS","8517","WLD",2016,5,3492909.996,"Malaysia"," World","Import",22250798,,"N.Q."
"MYS","8517","WLD",2016,6,3862656.232,"Malaysia"," World","Export",,,"N.Q."
"MYS","8528","CHN",2015,5,235420.026,"Malaysia","China","Import",,2872391,"Item"
"MYS","8528","CHN",2015,6,23890.46,"Malaysia","China","Export",567933,353727,"Item"
"MYS","8528","CHN",2016,5,201313.758,"Malaysia","China","Import",,3047661,"Item"
"MYS","8528","CHN",2016,6,16083.667,"Malaysia","China","Export",,198715,"Item"
"MYS","8528","USA",2015,5,5927.781,"Malaysia","United States","Import",,66981,"Item"
"MYS","8528","USA",2015,6,17946.454,"Malaysia","United States","Export",,181707,"Item"
"MYS","8528","USA",2016,5,4606.962,"Malaysia","United States","Import",,55810,"Item"
"MYS","8528","USA",2016,6,4670.3,"Malaysia","United States","Export",,69985,"Item"
"MYS","8528","WLD",2015,5,380987.944,"Malaysia"," World","Import",,4498053,"Item"
"MYS","8528","WLD",2015,6,2593524.644,"Malaysia"," World","Export",,15582379,"Item"
"MYS","8528","WLD",2016,5,429944.509,"Malaysia"," World","Import",,5146064,"Item"
"MYS","8528","WLD",2016,6,1982045.032,"Malaysia"," World","Export",,15449676,"Item"
"MYS","8542","CHN",2015,5,3689279.285,"Malaysia","China","Import",,,"N.Q."
"MYS","8542","CHN",2015,6,7419353.605,"Malaysia","China","Export",,,"N.Q."
"MYS","8542","CHN",2016,5,2989305.383,"Malaysia","China","Import",,,"N.Q."
"MYS","8542","CHN",2016,6,6689662.758,"Malaysia","China","Export",,,"N.Q."
"MYS","8542","USA",2015,5,4296154.581,"Malaysia","United States","Import",,,"N.Q."
"MYS","8542","USA",2015,6,1765331.945,"Malaysia","United States","Export",,,"N.Q."
"MYS","8542","USA",2016,5,4253600.843,"Malaysia","United States","Import",,,"N.Q."
"MYS","8542","USA",2016,6,1603596.095,"Malaysia","United States","Export",,,"N.Q."
"MYS","8542","WLD",2015,4,44.797,"Malaysia"," World","Re-Import",,,"N.Q."
"MYS","8542","WLD",2015,5,24788172.839,"Malaysia"," World","Import",,,"N.Q."
"MYS","8542","WLD",2015,6,27207974.674,"Malaysia"," World","Export",,,"N.Q."
"MYS","8542","WLD",2016,4,358.849,"Malaysia"," World","Re-Import",,,"N.Q."
"MYS","8542","WLD",2016,5,24872375.718,"Malaysia"," World","Import",,,"N.Q."
"MYS","8542","WLD",2016,6,26576676.857,"Malaysia"," World","Export",,,"N.Q."
"MYS","9401","CHN",2015,5,98166.843,"Malaysia","China","Import",21182849,,"N.Q."
"MYS","9401","CHN",2015,6,18542.569,"Malaysia","China","Export",,,"N.Q."
"MYS","9401","CHN",2016,5,99030.42,"Malaysia","China","Import",21492833,,"N.Q."
"MYS","9401","CHN",2016,6,21795.712,"Malaysia","China","Export",3780610,,"N.Q."
"MYS","9401","USA",2015,5,11112.765,"Malaysia","United States","Import",946843,,"N.Q."
"MYS","9401","USA",2015,6,113777.615,"Malaysia","United States","Export",,,"N.Q."
"MYS","9401","USA",2016,5,16449.951,"Malaysia","United States","Import",1456523,,"N.Q."
"MYS","9401","USA",2016,6,126368.757,"Malaysia","United States","Export",26117855,,"N.Q."
"MYS","9401","WLD",2015,4,8.936,"Malaysia"," World","Re-Import",,,"N.Q."
"MYS","9401","WLD",2015,5,271108.206,"Malaysia"," World","Import",39060346,,"N.Q."
"MYS","9401","WLD",2015,6,522926.066,"Malaysia"," World","Export",,,"N.Q."
"MYS","9401","WLD",2016,4,0.538,"Malaysia"," World","Re-Import",,,"N.Q."
"MYS","9401","WLD",2016,5,250459.684,"Malaysia"," World","Import",40105735,,"N.Q."
"MYS","9401","WLD",2016,6,513211.955,"Malaysia"," World","Export",99399194,,"N.Q."
"MYS","9403","CHN",2015,5,200049.032,"Malaysia","China","Import",79854176,,"N.Q."
"MYS","9403","CHN",2015,6,18515.562,"Malaysia","China","Export",6938958,,"N.Q."
"MYS","9403","CHN",2016,5,228282.493,"Malaysia","China","Import",99359883,,"N.Q."
"MYS","9403","CHN",2016,6,27716.05,"Malaysia","China","Export",12945547,,"N.Q."
"MYS","9403","USA",2015,5,7098.44,"Malaysia","United States","Import",733398,,"N.Q."
"MYS","9403","USA",2015,6,622739.797,"Malaysia","United States","Export",183321536,,"N.Q."
"MYS","9403","USA",2016,5,3875.293,"Malaysia","United States","Import",406136,,"N.Q."
"MYS","9403","USA",2016,6,626478.393,"Malaysia","United States","Export",224460157,,"N.Q."
"MYS","9403","WLD",2015,4,89.061,"Malaysia"," World","Re-Import",,,"N.Q."
"MYS","9403","WLD",2015,5,302873.645,"Malaysia"," World","Import",106388521,,"N.Q."
"MYS","9403","WLD",2015,6,1823915.282,"Malaysia"," World","Export",486688171,,"N.Q."
"MYS","9403","WLD",2016,4,25.271,"Malaysia"," World","Re-Import",,,"N.Q."
"MYS","9403","WLD",2016,5,347288.021,"Malaysia"," World","Import",134928922,,"N.Q."
"MYS","9403","WLD",2016,6,1783458.791,"Malaysia"," World","Export",590450469,,"N.Q."
"SGP","3923","CHN",2015,5,67175.978,"Singapore","China","Import",14712895,14712895.5,"Kg"
"SGP","3923","CHN",2015,6,6052.557,"Singapore","China","Export",1452599,1452599.18,"Kg"
"SGP","3923","CHN",2016,5,67631.587,"Singapore","China","Import",15032192,15032192.429,"Kg"
"SGP","3923","CHN",2016,6,6180.588,"Singapore","China","Export",1495206,1495206.42,"Kg"
"SGP","3923","USA",2015,5,49431.153,"Singapore","United States","Import",10849022,10849021.513,"Kg"
"SGP","3923","USA",2015,6,49017.38,"Singapore","United States","Export",10307210,10307209.768,"Kg"
"SGP","3923","USA",2016,5,45527.551,"Singapore","United States","Import",10344794,10344794.427,"Kg"
"SGP","3923","USA",2016,6,28558.746,"Singapore","United States","Export",7203934,7203934.301,"Kg"
"SGP","3923","WLD",2015,5,526977.504,"Singapore"," World","Import",113272574,113272573.809,"Kg"
"SGP","3923","WLD",2015,6,305532.084,"Singapore"," World","Export",71417950,71417949.909,"Kg"
"SGP","3923","WLD",2016,5,527019.583,"Singapore"," World","Import",118688928,118688927.52,"Kg"
"SGP","3923","WLD",2016,6,287923.777,"Singapore"," World","Export",71255728,71255728.198,"Kg"
"SGP","6109","CHN",2015,5,67577.03,"Singapore","China","Import",2336558,17176640,"Item"
"SGP","6109","CHN",2015,6,1134.888,"Singapore","China","Export",33129,262981,"Item"
"SGP","6109","CHN",2016,5,67202.191,"Singapore","China","Import",2394049,1815710,"Item"
"SGP","6109","CHN",2016,6,1419.502,"Singapore","China","Export",43625,32606.54,"Item"
"SGP","6109","USA",2015,5,1284.702,"Singapore","United States","Import",46405,118566.1,"Item"
"SGP","6109","USA",2015,6,28825.814,"Singapore","United States","Export",900404,6825796,"Item"
"SGP","6109","USA",2016,5,1291.784,"Singapore","United States","Import",47414,8867.75,"Item"
"SGP","6109","USA",2016,6,35933.252,"Singapore","United States","Export",1179815,738114.2,"Item"
"SGP","6109","WLD",2015,5,249804.89,"Singapore"," World","Import",8678582,62610834.2,"Item"
"SGP","6109","WLD",2015,6,124264.14,"Singapore"," World","Export",3613449,30487460.3,"Item"
